[ 2017-03-30T09:01:44+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | INFO: Tag[ route_check ] --START--
[ 2017-03-30T09:01:44+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-30T09:01:44+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_GROUP') b where table_name='ERP_GROUP' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_group WHERE LOAN_GROUPID='2' and LOAN_GROUPSTATUS=1 and LOAN_GROUPDEL=0) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.001000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_ROLE') b where table_name='ERP_ROLE' and a.column_name=b.column_name(+) [ RunTime:0.001000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE  LOAN_ROLECONTROL='Financial' and LOAN_ROLEACTION='reimDetail' and LOAN_ROLEDISPLAY=0 and LOAN_PARAM is not null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined index: showForm ExtendAction.class.php 第 157 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE   LOAN_ROLECONTROL='Financial' and LOAN_ROLEACTION='reimDetail' AND LOAN_ROLEDISPLAY=0 and LOAN_PARAM is null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined index: jinxianshui FinancialAction.class.php 第 1661 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_REIMBURSEMENT_LIST') b where table_name='ERP_REIMBURSEMENT_LIST' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_REIMBURSEMENT_DETAIL') b where table_name='ERP_REIMBURSEMENT_DETAIL' and a.column_name=b.column_name(+) [ RunTime:0.001000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='REIMBURSEMENT_TYPE') b where table_name='REIMBURSEMENT_TYPE' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_COST_SUPPLEMENT') b where table_name='ERP_COST_SUPPLEMENT' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [2] Missing argument 1 for Form::__construct(), called in D:\wamp64\www\branches\oms-2.7.0\adminpack\Lib\Action\Admin\FinancialAction.class.php on line 1686 and defined Form.php 第 136 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Use of undefined constant Field - assumed 'Field' Form.php 第 142 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [2] Missing argument 1 for Form::__construct(), called in D:\wamp64\www\branches\oms-2.7.0\adminpack\Lib\Action\Admin\FinancialAction.class.php on line 1687 and defined Form.php 第 136 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Use of undefined constant Field - assumed 'Field' Form.php 第 142 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined index: childrenformno Form.php 第 531 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select * from FORM  where FORMNO=75 [ RunTime:0.001000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select * from FORMLIST where FORMNO =75 order by GRIDQUEUE ASC [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [2] Missing argument 1 for Form::__construct(), called in D:\wamp64\www\branches\oms-2.7.0\adminpack\Lib\Action\Admin\FinancialAction.class.php on line 1692 and defined Form.php 第 136 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Use of undefined constant Field - assumed 'Field' Form.php 第 142 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined index: childrenformno Form.php 第 531 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select * from FORM  where FORMNO=137 [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | SQL: select * from FORMLIST where FORMNO =137 order by GRIDQUEUE ASC [ RunTime:0.000000s ]
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-30T09:01:45+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=14117 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
