[ 2017-03-28T08:56:05+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/left | INFO: Tag[ route_check ] --START--
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | SQL: SELECT ID, NAME  FROM ERP_FEE WHERE ISVALID = -1 AND ISONLINE = 0 and ID='' [ RunTime:0.000000s ]
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: Dfv Field.php 第 255 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | SQL: select ID,NAME from erp_users where ID='' [ RunTime:0.000000s ]
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: Dfv Field.php 第 255 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 218 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 269 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: Dfv Field.php 第 271 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 234 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 234 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 234 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined variable: CHKADD Field.php 第 269 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index:  Form.php 第 1053 行.
[ 2017-03-28T09:15:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=13917 | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
